-0.088580	-0.208636	1.000000
-0.186597	0.814709	-1.000000
0.265300	-0.537017	-1.000000
-0.280421	-0.370968	1.000000
0.731866	-0.033310	-1.000000
-0.033825	0.405663	1.000000
0.161567	0.047296	1.000000
-0.241308	0.220949	1.000000
-0.255957	0.158432	1.000000
0.886780	-0.008681	-1.000000
0.277553	-0.074149	1.000000
-0.514543	0.165295	-1.000000
0.992473	0.064979	-1.000000
-0.138085	0.162178	1.000000
-0.140268	-0.777096	-1.000000
-0.295926	-0.458236	-1.000000
-0.523669	0.584142	-1.000000
0.232136	0.023634	1.000000
-0.092437	-0.143213	1.000000
-0.673365	0.693574	-1.000000
0.231378	-0.354637	1.000000
-0.688467	0.296993	-1.000000
-0.230888	-0.011362	1.000000
0.761729	0.412011	-1.000000
-0.712622	0.380132	-1.000000
-0.465434	0.160416	1.000000
-0.123188	-0.505099	-1.000000
0.371006	-0.144332	1.000000
0.027066	0.011451	1.000000
-0.718230	0.623818	-1.000000
-0.415471	0.051376	1.000000
-0.336297	-0.639251	-1.000000
0.258537	-0.876646	-1.000000
0.339186	0.226403	1.000000
-0.027745	0.059108	1.000000
0.389474	0.226476	1.000000
-0.474839	0.459203	-1.000000
-0.154320	0.072686	1.000000
-0.390536	0.053191	1.000000
0.414683	0.112164	1.000000
-0.353097	0.685575	-1.000000
0.073764	0.376251	1.000000
0.006532	0.897337	-1.000000
-0.295648	-0.147760	1.000000
-0.314694	0.390553	-1.000000
-0.118617	0.639927	-1.000000
-0.108823	0.891811	-1.000000
0.620855	-0.114382	-1.000000
0.213656	0.477708	-1.000000
0.086256	-0.824032	-1.000000
-0.020779	0.268188	1.000000
-0.088371	-0.010771	1.000000
0.390672	0.835341	-1.000000
-0.738929	0.345258	-1.000000
-0.873776	-0.320542	-1.000000
0.267476	0.148601	1.000000
0.364839	-0.479315	-1.000000
0.359022	0.240476	1.000000
0.590617	0.127219	-1.000000
0.038835	-0.731160	-1.000000
-0.663448	-0.064884	-1.000000
0.405468	0.686817	-1.000000
0.291808	0.145192	1.000000
0.719086	0.551080	-1.000000
-0.149681	0.216577	1.000000
-0.379857	0.363505	-1.000000
0.175241	-0.302960	1.000000
-0.099285	0.160282	1.000000
0.045792	0.029874	1.000000
-0.607501	-0.429734	-1.000000
-0.039365	0.041494	1.000000
0.141414	0.301402	1.000000
-0.002771	0.175822	1.000000
-0.141917	0.146602	1.000000
0.260895	-0.147108	1.000000
-0.188083	-0.607128	-1.000000
0.831489	-0.404558	-1.000000
-0.463175	-0.084611	1.000000
-0.806037	0.348761	-1.000000
0.187844	-0.030178	1.000000
-0.209881	0.059604	1.000000
-0.842337	-0.481395	-1.000000
-0.670986	-0.169736	-1.000000
-0.002368	-0.145148	1.000000
-0.183487	0.176941	1.000000
-0.141306	0.228651	1.000000
0.023815	-0.058013	1.000000
-0.816142	-0.311828	-1.000000
-0.007324	0.001436	1.000000
0.919884	0.018414	-1.000000
0.714888	-0.427344	-1.000000
0.179878	-0.233392	1.000000
0.599869	-0.066977	-1.000000
0.618873	-0.097736	-1.000000
-0.107330	0.738926	-1.000000
-0.463054	-0.373185	-1.000000
-0.764688	-0.174149	-1.000000
0.040711	-0.062765	1.000000
-0.327154	0.529849	-1.000000
-0.736475	0.224531	-1.000000
