0.057809	-0.047056	1.000000
0.235300	0.525014	-1.000000
-0.134884	-0.093015	1.000000
0.084179	0.296276	1.000000
0.337670	-0.370270	-1.000000
-0.670204	-0.022352	-1.000000
0.290575	-0.459879	-1.000000
0.156191	0.905023	-1.000000
0.308733	-0.826824	-1.000000
0.196385	-0.431864	1.000000
0.104387	-0.007723	1.000000
-0.560341	-0.311362	-1.000000
-0.045713	0.184782	1.000000
0.654842	-0.507652	-1.000000
0.000609	-0.468358	1.000000
0.447932	0.243862	-1.000000
0.066959	-0.156879	1.000000
-0.387350	-0.598067	-1.000000
0.026708	-0.286334	1.000000
0.222617	0.632693	-1.000000
0.326649	0.496648	-1.000000
0.371100	0.403225	-1.000000
-0.030409	0.032171	1.000000
-0.132536	0.371004	1.000000
-0.064481	0.303328	1.000000
0.183281	-0.599363	-1.000000
-0.068141	-0.597485	-1.000000
-0.090416	0.843664	-1.000000
-0.344257	-0.155036	1.000000
-0.158476	0.067628	1.000000
0.471259	0.129184	1.000000
0.111912	-0.173439	1.000000
0.061199	0.063447	1.000000
-0.584702	0.701216	-1.000000
0.074671	0.032393	1.000000
-0.901682	0.228485	-1.000000
-0.497649	0.430741	-1.000000
0.758692	0.627009	-1.000000
0.340180	-0.313023	1.000000
-0.363385	0.490264	-1.000000
0.160033	-0.218348	1.000000
0.027800	-0.246704	1.000000
0.420419	0.079642	1.000000
-0.190943	0.045691	1.000000
-0.138682	-0.106171	1.000000
0.081245	0.021919	1.000000
-0.087234	0.270034	1.000000
0.890309	0.067829	-1.000000
-0.049630	-0.133004	1.000000
-0.245480	-0.482744	-1.000000
0.344435	0.375140	-1.000000
-0.164067	0.114160	1.000000
-0.424061	-0.005623	1.000000
-0.069552	0.093831	1.000000
0.673310	0.315689	-1.000000
0.135627	0.116106	1.000000
-0.519193	-0.788647	-1.000000
0.649472	0.364298	-1.000000
0.211413	-0.210398	1.000000
-0.143105	0.245616	1.000000
0.031908	-0.009639	1.000000
-0.105113	0.107339	1.000000
0.427774	0.110859	1.000000
-0.078461	-0.088578	1.000000
0.112724	0.607541	-1.000000
0.045405	-0.578742	-1.000000
-0.727270	-0.382822	-1.000000
-0.000538	-0.000150	1.000000
0.024433	-0.462008	1.000000
-0.134956	0.672020	-1.000000
0.158934	-0.588339	-1.000000
-0.111239	0.109234	1.000000
0.188824	0.155033	1.000000
0.125463	-0.789186	-1.000000
0.066339	0.033640	1.000000
0.139903	0.394268	1.000000
-0.729807	0.569809	-1.000000
0.584488	0.684250	-1.000000
-0.273824	-0.762522	-1.000000
-0.040446	0.057057	1.000000
0.385461	0.541737	-1.000000
0.012583	-0.060803	1.000000
0.811888	-0.201583	-1.000000
0.918351	0.209845	-1.000000
0.045223	-0.167818	1.000000
0.390646	0.843816	-1.000000
-0.224493	0.131416	1.000000
0.380734	0.065393	1.000000
0.109794	0.438396	1.000000
-0.580983	0.387111	-1.000000
-0.158617	0.217267	1.000000
0.489159	-0.347495	-1.000000
-0.371397	0.874766	-1.000000
0.343909	-0.231017	1.000000
0.081618	0.503860	-1.000000
0.134571	-0.150824	1.000000
-0.650494	-0.688501	-1.000000
0.208223	0.223293	1.000000
-0.555004	0.585852	-1.000000
-0.125563	-0.051981	1.000000
